objectId,fall_year,vid_id,ACL,bludger_count,time,updatedAt,author_id,stat_name,player_in_id,player_id,createdAt,team_id,position
1A2guV3t5S_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:22 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,IzRiCkJapn,Fri Jan 12 2018 13:02:22 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
5QJ3u8G8tj_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:19 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,YdQSbEvRfY,Fri Jan 12 2018 13:02:19 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
B5ZbmcZ7aq_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:28 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,HCUHlfP7mQ,Fri Jan 12 2018 13:02:28 GMT-0600 (Central Standard Time),72aC65hDVy,beater
YFW5wFVPUt_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:15 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,yJNLpStfbI,Fri Jan 12 2018 13:02:15 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
g8UQSWDCF4_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,VPjtzA2rCb,Fri Jan 12 2018 13:02:32 GMT-0600 (Central Standard Time),72aC65hDVy,beater
yOXgoVbgsd_in,2017,cymWjIuO0JI,null,,0,Fri Jan 12 2018 13:02:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,AgJAMYYdpK,Fri Jan 12 2018 13:02:25 GMT-0600 (Central Standard Time),72aC65hDVy,keeper
bffZx9Mwdp,2017,cymWjIuO0JI,null,,8,Fri Jan 12 2018 13:03:49 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 12 2018 13:03:49 GMT-0600 (Central Standard Time),72aC65hDVy,
APIeSvcdIM,2017,cymWjIuO0JI,null,,18,Fri Jan 12 2018 13:04:43 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,yJNLpStfbI,Fri Jan 12 2018 13:04:43 GMT-0600 (Central Standard Time),72aC65hDVy,
Ain5PUeSij,2017,cymWjIuO0JI,null,,18,Fri Jan 12 2018 13:04:43 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 12 2018 13:04:43 GMT-0600 (Central Standard Time),RB5Ov9alvr,
JPeTw7cCz0,2017,cymWjIuO0JI,null,,41,Fri Jan 12 2018 13:05:35 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 12 2018 13:05:35 GMT-0600 (Central Standard Time),RB5Ov9alvr,
yjnTDVbANC_out,2017,cymWjIuO0JI,null,,48,Fri Jan 26 2018 13:32:37 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,VPjtzA2rCb,Fri Jan 26 2018 13:32:37 GMT-0600 (Central Standard Time),72aC65hDVy,
yjnTDVbANC_in,2017,cymWjIuO0JI,null,,48,Fri Jan 26 2018 13:32:37 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,qfOVFUW4gU,Fri Jan 26 2018 13:32:37 GMT-0600 (Central Standard Time),72aC65hDVy,
iixhpsf11s_out,2017,cymWjIuO0JI,null,,51,Fri Jan 26 2018 13:33:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,YdQSbEvRfY,Fri Jan 26 2018 13:33:02 GMT-0600 (Central Standard Time),72aC65hDVy,
iixhpsf11s_in,2017,cymWjIuO0JI,null,,51,Fri Jan 26 2018 13:33:02 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,G3nNSLEziD,Fri Jan 26 2018 13:33:02 GMT-0600 (Central Standard Time),72aC65hDVy,
ZbQguPuDkn,2017,cymWjIuO0JI,null,,69,Fri Jan 26 2018 13:31:47 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,yJNLpStfbI,Fri Jan 26 2018 13:31:47 GMT-0600 (Central Standard Time),72aC65hDVy,
bhgmqKz2H8,2017,cymWjIuO0JI,null,,73,Fri Jan 26 2018 13:31:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:31:58 GMT-0600 (Central Standard Time),RB5Ov9alvr,
j3KTRPp2WY,2017,cymWjIuO0JI,null,,73,Fri Jan 26 2018 13:31:58 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:31:58 GMT-0600 (Central Standard Time),RB5Ov9alvr,
33N7DZllFk,2017,cymWjIuO0JI,null,,101,Fri Jan 26 2018 13:33:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,AgJAMYYdpK,Fri Jan 26 2018 13:33:44 GMT-0600 (Central Standard Time),72aC65hDVy,
00fkuV1QuH,2017,cymWjIuO0JI,null,,112,Fri Jan 26 2018 13:34:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:34:11 GMT-0600 (Central Standard Time),RB5Ov9alvr,
TiyQlPHVOK,2017,cymWjIuO0JI,null,,112,Fri Jan 26 2018 13:34:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:34:11 GMT-0600 (Central Standard Time),RB5Ov9alvr,
FdEAdNJyGY,2017,cymWjIuO0JI,null,,134,Fri Jan 26 2018 13:35:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,assist,,yJNLpStfbI,Fri Jan 26 2018 13:35:06 GMT-0600 (Central Standard Time),72aC65hDVy,
SiUFok2KyY,2017,cymWjIuO0JI,null,,134,Fri Jan 26 2018 13:35:09 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,G3nNSLEziD,Fri Jan 26 2018 13:35:09 GMT-0600 (Central Standard Time),72aC65hDVy,
jFfWVKO2hu,2017,cymWjIuO0JI,null,,134,Fri Jan 26 2018 13:35:09 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:35:09 GMT-0600 (Central Standard Time),RB5Ov9alvr,
UThWuIUyC0,2017,cymWjIuO0JI,null,,188,Fri Jan 26 2018 13:36:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:36:51 GMT-0600 (Central Standard Time),RB5Ov9alvr,
yUhuyTf3pX,2017,cymWjIuO0JI,null,,188,Fri Jan 26 2018 13:36:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:36:51 GMT-0600 (Central Standard Time),RB5Ov9alvr,
D3qJOIG0ta_out,2017,cymWjIuO0JI,null,,195,Fri Jan 26 2018 13:37:37 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,HCUHlfP7mQ,Fri Jan 26 2018 13:37:37 GMT-0600 (Central Standard Time),72aC65hDVy,
D3qJOIG0ta_in,2017,cymWjIuO0JI,null,,195,Fri Jan 26 2018 13:37:37 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,VPjtzA2rCb,Fri Jan 26 2018 13:37:37 GMT-0600 (Central Standard Time),72aC65hDVy,
hnL3FPgrbB_out,2017,cymWjIuO0JI,null,,195,Fri Jan 26 2018 13:37:39 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,qfOVFUW4gU,Fri Jan 26 2018 13:37:39 GMT-0600 (Central Standard Time),72aC65hDVy,
hnL3FPgrbB_in,2017,cymWjIuO0JI,null,,195,Fri Jan 26 2018 13:37:39 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,KyYNOHhaX9,Fri Jan 26 2018 13:37:39 GMT-0600 (Central Standard Time),72aC65hDVy,
XuTIJQlmkZ,2017,cymWjIuO0JI,null,,217,Fri Jan 26 2018 13:39:23 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:39:23 GMT-0600 (Central Standard Time),72aC65hDVy,
yVfKikXyN7,2017,cymWjIuO0JI,null,,220,Fri Jan 26 2018 13:38:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,G3nNSLEziD,Fri Jan 26 2018 13:38:11 GMT-0600 (Central Standard Time),72aC65hDVy,
DR5BBBFISn,2017,cymWjIuO0JI,null,,235,Fri Jan 26 2018 13:40:04 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:40:04 GMT-0600 (Central Standard Time),RB5Ov9alvr,
1DDbv9crvG_out,2017,cymWjIuO0JI,null,,245,Fri Jan 26 2018 13:40:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,IzRiCkJapn,Fri Jan 26 2018 13:40:44 GMT-0600 (Central Standard Time),72aC65hDVy,
1DDbv9crvG_in,2017,cymWjIuO0JI,null,,245,Fri Jan 26 2018 13:40:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,YdQSbEvRfY,Fri Jan 26 2018 13:40:44 GMT-0600 (Central Standard Time),72aC65hDVy,
fLFfsA9LpX,2017,cymWjIuO0JI,null,,262,Fri Jan 26 2018 13:41:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,YdQSbEvRfY,Fri Jan 26 2018 13:41:06 GMT-0600 (Central Standard Time),72aC65hDVy,
OXbd13ZP08,2017,cymWjIuO0JI,null,,283,Fri Jan 26 2018 13:41:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:41:32 GMT-0600 (Central Standard Time),RB5Ov9alvr,
QIVs3VBu6e,2017,cymWjIuO0JI,null,,283,Fri Jan 26 2018 13:41:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:41:32 GMT-0600 (Central Standard Time),RB5Ov9alvr,
9dEHiuk3en,2017,cymWjIuO0JI,null,,310,Fri Jan 26 2018 13:42:03 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:42:03 GMT-0600 (Central Standard Time),72aC65hDVy,
JHb101ZjIh,2017,cymWjIuO0JI,null,,321,Fri Jan 26 2018 13:42:34 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,AgJAMYYdpK,Fri Jan 26 2018 13:42:34 GMT-0600 (Central Standard Time),72aC65hDVy,
2p5IkTseOq,2017,cymWjIuO0JI,null,,328,Fri Jan 26 2018 13:43:26 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:43:26 GMT-0600 (Central Standard Time),RB5Ov9alvr,
R6dhNIPU0J,2017,cymWjIuO0JI,null,,328,Fri Jan 26 2018 13:43:26 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:43:26 GMT-0600 (Central Standard Time),RB5Ov9alvr,
deGl2Vvip3,2017,cymWjIuO0JI,null,,329,Fri Jan 26 2018 13:43:10 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:43:10 GMT-0600 (Central Standard Time),RB5Ov9alvr,
wdJpmHHJwx_out,2017,cymWjIuO0JI,null,,341,Fri Jan 26 2018 13:44:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,AgJAMYYdpK,Fri Jan 26 2018 13:44:25 GMT-0600 (Central Standard Time),72aC65hDVy,
wdJpmHHJwx_in,2017,cymWjIuO0JI,null,,341,Fri Jan 26 2018 13:44:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,vPhV9jXeuV,Fri Jan 26 2018 13:44:25 GMT-0600 (Central Standard Time),72aC65hDVy,
S5bgfAeQY9_out,2017,cymWjIuO0JI,null,,347,Fri Jan 26 2018 13:44:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,yJNLpStfbI,Fri Jan 26 2018 13:44:51 GMT-0600 (Central Standard Time),72aC65hDVy,
S5bgfAeQY9_in,2017,cymWjIuO0JI,null,,347,Fri Jan 26 2018 13:44:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,cvxz3CUNvs,Fri Jan 26 2018 13:44:51 GMT-0600 (Central Standard Time),72aC65hDVy,
EkIOe5bPfz,2017,cymWjIuO0JI,null,,350,Fri Jan 26 2018 13:43:57 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:43:57 GMT-0600 (Central Standard Time),72aC65hDVy,
T6GX7DdtSq,2017,cymWjIuO0JI,null,,357,Fri Jan 26 2018 13:45:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,vPhV9jXeuV,Fri Jan 26 2018 13:45:12 GMT-0600 (Central Standard Time),72aC65hDVy,
ZFYXd2KINs,2017,cymWjIuO0JI,null,,357,Fri Jan 26 2018 13:45:12 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:45:12 GMT-0600 (Central Standard Time),RB5Ov9alvr,
jy72mzhT4Y_out,2017,cymWjIuO0JI,null,,392,Fri Jan 26 2018 13:46:16 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,VPjtzA2rCb,Fri Jan 26 2018 13:46:16 GMT-0600 (Central Standard Time),72aC65hDVy,
jy72mzhT4Y_in,2017,cymWjIuO0JI,null,,392,Fri Jan 26 2018 13:46:16 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,HCUHlfP7mQ,Fri Jan 26 2018 13:46:16 GMT-0600 (Central Standard Time),72aC65hDVy,
uYqUUI0aNM_out,2017,cymWjIuO0JI,null,,392,Fri Jan 26 2018 13:46:19 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,KyYNOHhaX9,Fri Jan 26 2018 13:46:19 GMT-0600 (Central Standard Time),72aC65hDVy,
uYqUUI0aNM_in,2017,cymWjIuO0JI,null,,392,Fri Jan 26 2018 13:46:19 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,ayUib5fZuR,Fri Jan 26 2018 13:46:19 GMT-0600 (Central Standard Time),72aC65hDVy,
XiOYCQcbWJ,2017,cymWjIuO0JI,null,,405,Fri Jan 26 2018 13:46:55 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:46:55 GMT-0600 (Central Standard Time),RB5Ov9alvr,
TgxQjMA2IE,2017,cymWjIuO0JI,null,,434,Fri Jan 26 2018 13:47:36 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:47:36 GMT-0600 (Central Standard Time),RB5Ov9alvr,
OVOZ7wVmlb,2017,cymWjIuO0JI,null,,436,Fri Jan 26 2018 13:47:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,G3nNSLEziD,Fri Jan 26 2018 13:47:44 GMT-0600 (Central Standard Time),72aC65hDVy,
nbhsuxSyXV,2017,cymWjIuO0JI,null,,436,Fri Jan 26 2018 13:47:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:47:44 GMT-0600 (Central Standard Time),RB5Ov9alvr,
4UGXP5sB21,2017,cymWjIuO0JI,null,,452,Fri Jan 26 2018 13:48:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:48:06 GMT-0600 (Central Standard Time),RB5Ov9alvr,
Jkda6CWT6N,2017,cymWjIuO0JI,null,,452,Fri Jan 26 2018 13:48:06 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:48:06 GMT-0600 (Central Standard Time),RB5Ov9alvr,
XmDskZBeD6_out,2017,cymWjIuO0JI,null,,463,Fri Jan 26 2018 13:48:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,G3nNSLEziD,Fri Jan 26 2018 13:48:51 GMT-0600 (Central Standard Time),72aC65hDVy,
XmDskZBeD6_in,2017,cymWjIuO0JI,null,,463,Fri Jan 26 2018 13:48:51 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,ZyEpTzSOQD,Fri Jan 26 2018 13:48:51 GMT-0600 (Central Standard Time),72aC65hDVy,
Ff44Otu152,2017,cymWjIuO0JI,null,,484,Fri Jan 26 2018 13:49:15 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:49:15 GMT-0600 (Central Standard Time),RB5Ov9alvr,
NCg8aFARDR,2017,cymWjIuO0JI,null,,484,Fri Jan 26 2018 13:49:23 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,vPhV9jXeuV,Fri Jan 26 2018 13:49:23 GMT-0600 (Central Standard Time),72aC65hDVy,
kiTsWLMY9c,2017,cymWjIuO0JI,null,,484,Fri Jan 26 2018 13:49:23 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:49:23 GMT-0600 (Central Standard Time),RB5Ov9alvr,
pVBoo0ZVC3,2017,cymWjIuO0JI,null,,484,Fri Jan 26 2018 13:49:14 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:49:14 GMT-0600 (Central Standard Time),RB5Ov9alvr,
2o0GNZ1T1a,2017,cymWjIuO0JI,null,,511,Fri Jan 26 2018 13:50:10 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:50:10 GMT-0600 (Central Standard Time),RB5Ov9alvr,
Yl3RrJMOLF,2017,cymWjIuO0JI,null,,511,Fri Jan 26 2018 13:50:10 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:50:10 GMT-0600 (Central Standard Time),RB5Ov9alvr,
qhNDRGNWDW_out,2017,cymWjIuO0JI,null,,518,Fri Jan 26 2018 13:54:39 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,YdQSbEvRfY,Fri Jan 26 2018 13:54:39 GMT-0600 (Central Standard Time),72aC65hDVy,
qhNDRGNWDW_in,2017,cymWjIuO0JI,null,,518,Fri Jan 26 2018 13:54:39 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,hdW2UolblP,Fri Jan 26 2018 13:54:39 GMT-0600 (Central Standard Time),72aC65hDVy,
xdcq34sNJu,2017,cymWjIuO0JI,null,,541,Fri Jan 26 2018 13:51:27 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:51:27 GMT-0600 (Central Standard Time),72aC65hDVy,
RFYenQvC9o,2017,cymWjIuO0JI,null,,544,Fri Jan 26 2018 13:50:49 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,cvxz3CUNvs,Fri Jan 26 2018 13:50:49 GMT-0600 (Central Standard Time),72aC65hDVy,
aGjIuiITJK,2017,cymWjIuO0JI,null,,563,Fri Jan 26 2018 13:52:46 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:52:46 GMT-0600 (Central Standard Time),RB5Ov9alvr,
5HrDxuqDc4,2017,cymWjIuO0JI,null,,578,Fri Jan 26 2018 13:52:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,,Fri Jan 26 2018 13:52:25 GMT-0600 (Central Standard Time),RB5Ov9alvr,
IigJla0SoL_out,2017,cymWjIuO0JI,null,,587,Fri Jan 26 2018 13:53:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,HCUHlfP7mQ,Fri Jan 26 2018 13:53:44 GMT-0600 (Central Standard Time),72aC65hDVy,
IigJla0SoL_in,2017,cymWjIuO0JI,null,,587,Fri Jan 26 2018 13:53:44 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,VPjtzA2rCb,Fri Jan 26 2018 13:53:44 GMT-0600 (Central Standard Time),72aC65hDVy,
osKhGjBwg7_out,2017,cymWjIuO0JI,null,,587,Fri Jan 26 2018 13:53:47 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,ayUib5fZuR,Fri Jan 26 2018 13:53:47 GMT-0600 (Central Standard Time),72aC65hDVy,
osKhGjBwg7_in,2017,cymWjIuO0JI,null,,587,Fri Jan 26 2018 13:53:47 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,qfOVFUW4gU,Fri Jan 26 2018 13:53:47 GMT-0600 (Central Standard Time),72aC65hDVy,
5x5YtODFcx_out,2017,cymWjIuO0JI,null,,589,Fri Jan 26 2018 13:53:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,ZyEpTzSOQD,Fri Jan 26 2018 13:53:59 GMT-0600 (Central Standard Time),72aC65hDVy,
5x5YtODFcx_in,2017,cymWjIuO0JI,null,,589,Fri Jan 26 2018 13:53:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,yJNLpStfbI,Fri Jan 26 2018 13:53:59 GMT-0600 (Central Standard Time),72aC65hDVy,
nTj7cIRAVs,2017,cymWjIuO0JI,null,,589,Fri Jan 26 2018 13:55:23 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,,vPhV9jXeuV,Fri Jan 26 2018 13:55:23 GMT-0600 (Central Standard Time),72aC65hDVy,
VWqEINrmDH,2017,cymWjIuO0JI,null,,626,Fri Jan 26 2018 13:57:21 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,vPhV9jXeuV,Fri Jan 26 2018 13:57:21 GMT-0600 (Central Standard Time),72aC65hDVy,
eSOCxEtK5p,2017,cymWjIuO0JI,null,,626,Fri Jan 26 2018 13:57:20 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:57:20 GMT-0600 (Central Standard Time),RB5Ov9alvr,
3jPrGSnuoE,2017,cymWjIuO0JI,null,,671,Fri Jan 26 2018 13:58:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:58:11 GMT-0600 (Central Standard Time),RB5Ov9alvr,
XuumgxffDe,2017,cymWjIuO0JI,null,,671,Fri Jan 26 2018 13:58:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,,,Fri Jan 26 2018 13:58:11 GMT-0600 (Central Standard Time),RB5Ov9alvr,
yvYuzNDPCH_out,2017,cymWjIuO0JI,null,,681,Fri Jan 26 2018 13:58:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,vPhV9jXeuV,Fri Jan 26 2018 13:58:32 GMT-0600 (Central Standard Time),72aC65hDVy,
yvYuzNDPCH_in,2017,cymWjIuO0JI,null,,681,Fri Jan 26 2018 13:58:32 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,AgJAMYYdpK,Fri Jan 26 2018 13:58:32 GMT-0600 (Central Standard Time),72aC65hDVy,
tMwivvS0m8_out,2017,cymWjIuO0JI,null,,684,Fri Jan 26 2018 13:58:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,VPjtzA2rCb,Fri Jan 26 2018 13:58:59 GMT-0600 (Central Standard Time),72aC65hDVy,
tMwivvS0m8_in,2017,cymWjIuO0JI,null,,684,Fri Jan 26 2018 13:58:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,HCUHlfP7mQ,Fri Jan 26 2018 13:58:59 GMT-0600 (Central Standard Time),72aC65hDVy,
35A3RTIPD9,2017,cymWjIuO0JI,null,,696,Fri Jan 26 2018 13:59:26 GMT-0600 (Central Standard Time),nwlMkrbCJ9,control_change,,,Fri Jan 26 2018 13:59:26 GMT-0600 (Central Standard Time),72aC65hDVy,
IaUEz6AqUN_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:33 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,0VOQW5HECu,Wed Nov 11 2015 16:32:33 GMT-0600 (Central Standard Time),72aC65hDVy,keeper
MmHguvl8Nv_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:49 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,8wSf1VFzoY,Wed Nov 11 2015 16:32:49 GMT-0600 (Central Standard Time),72aC65hDVy,beater
PbGbdFZVJ9_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:28 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,04r1R9pfGT,Wed Nov 11 2015 16:32:28 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
PoZqyS0UKI_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,RY9uvxgIjJ,Wed Nov 11 2015 16:32:25 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
rU0tQErtVp_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:54 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,3chZpnf9Am,Wed Nov 11 2015 16:32:54 GMT-0600 (Central Standard Time),72aC65hDVy,beater
wpaez63URN_in,2015,Z2abZPr6jAU,null,,0,Wed Nov 11 2015 16:32:19 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,0kBR9KgDGS,Wed Nov 11 2015 16:32:19 GMT-0600 (Central Standard Time),72aC65hDVy,chaser
v1xCA7nNqu,2015,Z2abZPr6jAU,null,,21,Wed Nov 11 2015 16:33:25 GMT-0600 (Central Standard Time),nwlMkrbCJ9,gameStart,,,Wed Nov 11 2015 16:33:25 GMT-0600 (Central Standard Time),,
ltxsvSxEjr,2015,Z2abZPr6jAU,null,,30,Wed Nov 11 2015 16:33:38 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,null,0kBR9KgDGS,Wed Nov 11 2015 16:33:38 GMT-0600 (Central Standard Time),72aC65hDVy,
Wgxd750Sh2,2015,Z2abZPr6jAU,null,,64,Wed Nov 11 2015 16:34:15 GMT-0600 (Central Standard Time),nwlMkrbCJ9,assist,null,0kBR9KgDGS,Wed Nov 11 2015 16:34:15 GMT-0600 (Central Standard Time),72aC65hDVy,
ehAQpOCd74,2015,Z2abZPr6jAU,null,,64,Wed Nov 11 2015 16:34:16 GMT-0600 (Central Standard Time),nwlMkrbCJ9,goal,null,0VOQW5HECu,Wed Nov 11 2015 16:34:16 GMT-0600 (Central Standard Time),72aC65hDVy,
BvrvyTJz7J_out,2015,Z2abZPr6jAU,null,,65,Wed Nov 11 2015 16:37:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,3chZpnf9Am,Wed Nov 11 2015 16:37:11 GMT-0600 (Central Standard Time),72aC65hDVy,
BvrvyTJz7J_in,2015,Z2abZPr6jAU,null,,65,Wed Nov 11 2015 16:37:11 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,Pnr4BHAnvi,Wed Nov 11 2015 16:37:11 GMT-0600 (Central Standard Time),72aC65hDVy,
GX5VciZWVm,2015,Z2abZPr6jAU,null,,92,Wed Nov 11 2015 16:34:59 GMT-0600 (Central Standard Time),nwlMkrbCJ9,turnover,null,,Wed Nov 11 2015 16:34:59 GMT-0600 (Central Standard Time),72aC65hDVy,
4KQ8DKE3tx_out,2015,Z2abZPr6jAU,null,,97,Wed Nov 11 2015 16:35:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_out,,RY9uvxgIjJ,Wed Nov 11 2015 16:35:45 GMT-0600 (Central Standard Time),72aC65hDVy,
4KQ8DKE3tx_in,2015,Z2abZPr6jAU,null,,97,Wed Nov 11 2015 16:35:45 GMT-0600 (Central Standard Time),nwlMkrbCJ9,sub_in,,EnJLWiMjLJ,Wed Nov 11 2015 16:35:45 GMT-0600 (Central Standard Time),72aC65hDVy,
