objectId,createdAt,updatedAt,ACL,team_id,fall_year,player_ids
09PT4NMj9Q,Fri Dec 04 2015 20:10:12 GMT-0600 (Central Standard Time),Sat Dec 05 2015 18:40:42 GMT-0600 (Central Standard Time),null,l5ct7xY8Cg,2015,"[""L3k9RRartz"",""io4tRdVxe0"",""v34SZAlh8O""]"
0lYCLIDSur,Mon Mar 27 2017 11:34:56 GMT-0500 (Central Daylight Time),Mon Mar 27 2017 11:34:56 GMT-0500 (Central Daylight Time),null,lR5uXaimjI,2016,
1eWx3IlLhU,Thu Nov 17 2016 10:53:44 GMT-0600 (Central Standard Time),Thu Nov 17 2016 10:53:44 GMT-0600 (Central Standard Time),null,q4t17aUQvP,2016,
1rarCNRBwV,Thu Aug 12 2021 16:55:23 GMT-0500 (Central Daylight Time),Thu Aug 12 2021 16:55:23 GMT-0500 (Central Daylight Time),null,dasZO9xYI9,2021,
2UTLJX9XD9,Thu Aug 06 2020 08:51:29 GMT-0500 (Central Daylight Time),Thu Aug 06 2020 08:51:29 GMT-0500 (Central Daylight Time),null,1d2WW8vOCr,2018,"[""XwuQUAiIik"",""6StjzskCUG"",""2I09HLJ1K4"",""CWtbW6IMnw"",""0unM9q7yYD"",""rKrIfcsOW1"",""7EDnO5gKrL"",""kJlU8DWCZz"",""XCBzYCCTEg"",""AKBuEiMdEz"",""BCu8lNpZd9"",""oDt8p4zp3c"",""Mahdedzoe0"",""rLuvcJEl7W"",""0cPf7prEb0"",""1HP5hTQB0v"",""eyvNRYsvfB"",""i97iYhgznd""]"
537kF8ZdtG,Wed Jul 28 2021 18:02:23 GMT-0500 (Central Daylight Time),Wed Jul 28 2021 18:02:23 GMT-0500 (Central Daylight Time),null,PTGvEk67Na,2021,
5GbSymvijB,Fri Dec 04 2015 03:08:50 GMT-0600 (Central Standard Time),Fri Dec 04 2015 03:08:50 GMT-0600 (Central Standard Time),null,x08kJZJT9E,2015,"[""z1KLKNrWGg"",""LYtWpeMeKh"",""KteR1cy5sN"",""QK7VvpQ7Ye"",""4ecsJccKdH"",""iMlYJcVFIu"",""T2okH7zvM8"",""h8ckLhTQev"",""aEdtk391pk"",""F0SC0eTfis"",""Ljohqm8J8M"",""4yYfo5mAsJ"",""AG5wwJuSIk"",""pyBS3o1A9e"",""V9E4VNAb2h"",""H5rzpUSedi"",""08QOG1WsNz"",""KiDbcWNWHw"",""NcJGiQUCSN"",""8A2mysJ41Q"",""ObNSSxANSy""]"
7EEqlCmqGS,Tue Nov 08 2016 12:52:07 GMT-0600 (Central Standard Time),Tue Nov 08 2016 12:52:07 GMT-0600 (Central Standard Time),null,7uCf7mKMsz,2016,
8si1MTAJ4t,Mon Jan 25 2016 21:16:38 GMT-0600 (Central Standard Time),Mon Jan 25 2016 21:16:38 GMT-0600 (Central Standard Time),null,D47tZYGxLA,2015,"[""CLciaXnWY2"",""h5TB6Wz2AS"",""3fpzgQob60"",""u2rxqsbPXq"",""zuCb8Ql2zg"",""6BKAN9WNWw"",""PaYdQQP5Cg"",""0Pahc1kay4"",""gToKy3iDOL"",""I9Lf6ZCy5I"",""VUyUB3mhAD"",""2nbtfTnvdr"",""9K4crkkmfA"",""awvL4z5LjI"",""58WHHPQ4uk"",""jxbCwUADdX"",""wAAEtpExvY"",""9eJv24OKHP"",""XWLFvENJYH"",""SDZcD8OEUO"",""nGFUao1T28"",""n3NM0Ty4CQ"",""pQgEPks7gQ"",""9depCHGHgX"",""odQ9Kj5NVq""]"
90b5YkJbfr,Thu Nov 05 2015 09:11:37 GMT-0600 (Central Standard Time),Thu Nov 05 2015 09:45:33 GMT-0600 (Central Standard Time),null,03h0GIgF90,2015,"[""MyRRRTdDWw"",""jDkwCcjm97"",""AFBp2l4SoG"",""PFH8mRJr3G"",""CwpT9epLgh"",""F2PlBYAu8o"",""mrNtl0DtIC"",""6bY4InEDBz"",""bksPdNm1jb"",""917jFZ5oi8"",""QwTn0NQtk8"",""NJZDNzTUTg"",""g41NODsuZ9"",""9duPKvfocc"",""PvN4cMv9Wh"",""ilMpGNL2NH"",""OSU72txBmR"",""Rrmr9iIZDq""]"
9INuSuAmS3,Wed Jul 19 2017 18:02:20 GMT-0500 (Central Daylight Time),Wed Jul 19 2017 18:02:20 GMT-0500 (Central Daylight Time),null,QaWdxPWpwz,2016,"[""4by4QKIQTK""]"
AWHAIDmV2i,Thu Feb 02 2017 10:41:00 GMT-0600 (Central Standard Time),Thu Feb 02 2017 10:41:17 GMT-0600 (Central Standard Time),null,J4jYCZM9jX,2016,"[""WZhKZeRodR"",""LTtUAAFC8z""]"
Acz6NDxI00,Fri Dec 04 2015 01:28:56 GMT-0600 (Central Standard Time),Fri Dec 04 2015 01:28:56 GMT-0600 (Central Standard Time),null,YxFzyU7JOS,2015,"[""GOysfQMvzP"",""dJQB3eBpFj"",""vvbmdzIF3f"",""BevlXznXgR"",""RzKs9ITL9V"",""xI7AVw59uB"",""oEIAB1Ms1V"",""M11fvnu8r0""]"
C7EFjvf8hv,Wed Nov 21 2018 17:38:26 GMT-0600 (Central Standard Time),Mon Feb 18 2019 22:24:58 GMT-0600 (Central Standard Time),null,hiXRckO3HR,2012,"[""otf8pLKLQ0"",""0kBR9KgDGS"",""vcyBAH0mMT"",""KHm5m3G4Hk"",""BDbXApyN3i"",""AleeSVhsre"",""IGkEELHXj3"",""wHXXofvoSI"",""iG2u8TDBH1"",""aBwAnsgESF"",""vMyHUKu6AQ"",""mt5aaH7TTS"",""DRe6dkXhDY"",""9pYpGGXgxO"",""NWZEbqfWte"",""VWRwtkA4HD"",""H5EsayjQpk"",""sDreAGNVIF"",""jNlB9oft4Q"",""DnFzxfIKTL"",""VcEifvt9qQ"",""SAgTOm6syg"",""8px5NyuyoW"",""tlDz19KFvD"",""IGkC6WWK49"",""qRDxf8yxSH""]"
CfNcsGM6da,Sun Jan 24 2016 13:38:14 GMT-0600 (Central Standard Time),Sun Jan 24 2016 19:04:11 GMT-0600 (Central Standard Time),null,0SjMMpwkhk,2015,"[""XjmsszhWwy"",""YrQjWLochZ"",""WbijZ1b39h"",""Mj4it6q1B9"",""zgNRCPAx4I"",""or3mxMVCvL"",""otf8pLKLQ0"",""pDoDJH9qyE"",""fVGjbFoFGZ"",""TEohFUma2K"",""Yoka2SU2mN"",""DrpTA7qfBU"",""vEDRw339sa"",""FXLSGfxPBg"",""tHDnLa5G3w"",""HQEkDq6267"",""1jDsqkhhmP"",""hdRmwtjIRD"",""xzufVj92N0"",""IRcNlVPGUR"",""SN0sQ9veNb"",""Dls7Rpb9JU"",""cg0r7rdray""]"
DBndPQsxVB,Thu Oct 20 2016 16:57:21 GMT-0500 (Central Daylight Time),Thu Oct 20 2016 16:57:21 GMT-0500 (Central Daylight Time),null,W06rDSVYXw,2016,
DKey4NFDEq,Fri Feb 16 2018 08:54:36 GMT-0600 (Central Standard Time),Fri Feb 16 2018 08:54:36 GMT-0600 (Central Standard Time),null,eeGdLqg7B2,2017,
FEaA4f16hf,Tue Nov 08 2016 12:52:29 GMT-0600 (Central Standard Time),Tue Nov 08 2016 12:52:29 GMT-0600 (Central Standard Time),null,igGiePQqI2,2016,
GCOGyI6dvs,Mon Jan 25 2016 21:09:33 GMT-0600 (Central Standard Time),Mon Jan 25 2016 21:09:33 GMT-0600 (Central Standard Time),null,0u9gVPYVvD,2015,"[""295ldN5e2C"",""zkjkmpHQru"",""5fUpENut0X"",""VlltjYDkLQ"",""KFdiiu65PI"",""pyWjoO5Ygw"",""9wNwYhuSEd"",""0d39rkR0yD"",""fqlB6n00MZ"",""OZD45yjuIq"",""b8sfgFcehS"",""49Sf4iRiHw"",""xlUCfBpymX"",""mTtISHsDS8"",""VlXIHnvgRM"",""GO5TYqf8fI"",""MmDyqpu553"",""ToxwwZq2Gb"",""xuOdipqavd"",""g6xa4IpjZo""]"
GORl5QOeUU,Sun Oct 09 2016 21:45:34 GMT-0500 (Central Daylight Time),Sun Oct 09 2016 21:45:34 GMT-0500 (Central Daylight Time),null,APNEiQQoaa,2016,
GV6vhTFs1s,Wed Jul 21 2021 18:06:03 GMT-0500 (Central Daylight Time),Mon Aug 02 2021 22:18:53 GMT-0500 (Central Daylight Time),null,9pknZhSrVp,2021,"[""0kBR9KgDGS"",""RLKgXB6VTU"",""yYzBIhVGhv"",""cnFzgxE3sV"",""3uzJNkmyCK"",""N2nkCyT2ec"",""DHCppCm3zW"",""CY11CSF2Gf"",""wHXXofvoSI"",""aBwAnsgESF"",""QIFbXXQS8t"",""kPQdWMgXXA"",""edmySsHyjj"",""dHmqv2Hqu4"",""D5CpYZ4DFA"",""4OBDCwlpBD"",""d5bIGEmLA8"",""dANGIO9TLQ"",""hrgUJmF7lO"",""SAgTOm6syg"",""LhPg9yD9sh"",""1ipSE3SoB4"",""YidxdfMjXb""]"
H3KS7olMcx,Fri Dec 04 2015 00:18:07 GMT-0600 (Central Standard Time),Fri Dec 04 2015 00:18:07 GMT-0600 (Central Standard Time),null,MOyqzF628Q,2015,"[""A7qbGxmtff"",""71ZhAdGAmJ"",""wqnju6H4kE"",""2WHKEiGOQp"",""2UUq6EwTpf"",""R8rbFqhcok"",""tJLDiEgHch"",""CeOriRcis1"",""NjVtVrp8L3"",""kHE3uRdOW9"",""FcZA3mqexb"",""BLqfE6dKxo"",""CcwDbfECm7"",""CYl4bRI2iB"",""faSv9q4FZz"",""fUuhmpvEeE"",""5sDrAqyKCT"",""uCYq55fMRi"",""43hjW0XaS0"",""1McO0lSm8j"",""ISTXD7TZH2"",""yMk6pLhw4c"",""qYsQZMJym1"",""PzKNwybQw6"",""XUVfxtANcL"",""hXx3Zt5lKv"",""zfvrxiXsG5"",""ntVoreAxUn""]"
HalCZxkEjH,Thu Mar 15 2018 15:37:55 GMT-0500 (Central Daylight Time),Thu Mar 15 2018 15:37:55 GMT-0500 (Central Daylight Time),null,wCsrfKSsCM,2017,
