objectId,fall_year,vid_id,ACL,updatedAt,createdAt,description,team_id,opponent_id
03ybb91s8f,2015,8QQO3REkvXc,null,Wed Jul 06 2016 00:12:57 GMT-0500 (Central Daylight Time),Wed Jul 06 2016 00:12:57 GMT-0500 (Central Daylight Time),Euro Games Germany,1Tq5ZLgKzB,cYlqGU5idc
09BEZbQc1R,2016,G5tFTFev02k,null,Thu Mar 08 2018 18:22:34 GMT-0600 (Central Standard Time),Thu Mar 08 2018 18:22:34 GMT-0600 (Central Standard Time),Guardians Game 1,pFe1cFCeHX,xs2G82eckS
0V2GXrPjCc,2015,aY_wHPTeF_Y,null,Thu Dec 10 2015 15:04:47 GMT-0600 (Central Standard Time),Thu Dec 10 2015 15:04:47 GMT-0600 (Central Standard Time),Indy Game 1,wl56jgemqS,
0kFQ3K34lv,2017,UduPUwNkXKU,null,Wed Jan 31 2018 12:22:57 GMT-0600 (Central Standard Time),Wed Jan 31 2018 12:22:57 GMT-0600 (Central Standard Time),HVI Arizona State,ZONaVCJXMP,0eHM4yAUtR
17QkbS64d7,2015,ApsmJUJ17LU,null,Wed Jun 22 2016 01:17:12 GMT-0500 (Central Daylight Time),Fri May 20 2016 22:40:11 GMT-0500 (Central Daylight Time),US Nat 9 Penn State,72aC65hDVy,sDwvaTBIyS
1BxQeyCRZW,2017,aGDFDvCYeyM,null,Sun Mar 04 2018 20:54:06 GMT-0600 (Central Standard Time),Sun Mar 04 2018 20:54:06 GMT-0600 (Central Standard Time),Quid on Ice MSU,ZONaVCJXMP,cD5a3uVJvc
2HsoBQmq7b,2015,Qdp_wjqk_pk,null,Tue Dec 15 2015 16:04:22 GMT-0600 (Central Standard Time),Tue Dec 15 2015 16:04:22 GMT-0600 (Central Standard Time),Indy Game 2,aguEb8e6HQ,
2ILEMMeWk1,2016,nVzedv6-9zI,null,Mon Mar 27 2017 11:33:23 GMT-0500 (Central Daylight Time),Mon Mar 27 2017 11:33:23 GMT-0500 (Central Daylight Time),Dobby Memorial 2017: BGSU,72aC65hDVy,J4jYCZM9jX
2OPi6KJMt0,2015,uiH4PSMPXSo,null,Tue Jun 28 2016 20:27:18 GMT-0500 (Central Daylight Time),Tue Jun 28 2016 20:27:06 GMT-0500 (Central Daylight Time),Euro Games UK,x08kJZJT9E,mhnUAAk8wm
2cCtYyI1Me,2016,FUKdpamxFX4,null,Mon Mar 27 2017 11:37:54 GMT-0500 (Central Daylight Time),Mon Mar 27 2017 11:37:54 GMT-0500 (Central Daylight Time),Dobby Memorial 2017: Ohio University,72aC65hDVy,zQMAAAh5aT
2d2U1nwS9R,2015,6lqg4MqePfY,null,Thu Dec 10 2015 15:05:39 GMT-0600 (Central Standard Time),Thu Dec 10 2015 15:05:39 GMT-0600 (Central Standard Time),Indy Game 3,wl56jgemqS,
2rsdv9aMLA,2015,W2GiX5pmGzw,null,Tue Dec 06 2016 14:12:01 GMT-0600 (Central Standard Time),Tue Dec 06 2016 14:12:01 GMT-0600 (Central Standard Time),WC 2016 Team Australia,NGA0DzgJnH,b0FK1qJldP
34Whauw77p,2016,eBc3SiV8cDI,null,Mon Mar 27 2017 11:38:15 GMT-0500 (Central Daylight Time),Mon Mar 27 2017 11:38:15 GMT-0500 (Central Daylight Time),Dobby Memorial 2017: Ball State (Semifinal),72aC65hDVy,eexnypd9Ax
3bOclFGDKr,2016,HPj9YzyWC-A,null,Wed Jul 19 2017 20:14:26 GMT-0500 (Central Daylight Time),Wed Jul 19 2017 20:14:26 GMT-0500 (Central Daylight Time),Voyagers Game 3,pFe1cFCeHX,QaWdxPWpwz
4cV1FwaE9a,2016,cyVbVL-PzSE,null,Wed Jun 07 2017 15:44:40 GMT-0500 (Central Daylight Time),Wed Jun 07 2017 15:44:40 GMT-0500 (Central Daylight Time),Cleveland 2 (Fall 2016),pFe1cFCeHX,aguEb8e6HQ
5DFdFfgsgl,2021,XQCzkp_fi60,null,Thu Jul 29 2021 16:18:35 GMT-0500 (Central Daylight Time),Thu Jul 29 2021 16:18:21 GMT-0500 (Central Daylight Time),AUS NO 2021 G3,9pknZhSrVp,PTGvEk67Na
5U4QwSTDJj,2021,XWK0-Mz9gWU,null,Sat Aug 14 2021 10:10:10 GMT-0500 (Central Daylight Time),Sat Aug 14 2021 10:10:10 GMT-0500 (Central Daylight Time),AUS KC 2021 G2,9pknZhSrVp,dasZO9xYI9
62dTGTSzxd,2018,ohtvCX215ig,null,Mon May 04 2020 21:32:10 GMT-0500 (Central Daylight Time),Sat May 02 2020 13:21:53 GMT-0500 (Central Daylight Time),Austin Outlaws Game 1,7k4NM5D7Jc,9pknZhSrVp
65ktJbNOj6,2015,JPpz6JNSqic,null,Wed Nov 11 2015 13:25:47 GMT-0600 (Central Standard Time),Wed Oct 21 2015 15:06:16 GMT-0500 (Central Daylight Time),TOTS Bowling Green,72aC65hDVy,
6QwRdq3lAC,2015,Nn2dabR2bfo,null,Mon Apr 04 2016 11:20:26 GMT-0500 (Central Daylight Time),Mon Apr 04 2016 11:20:26 GMT-0500 (Central Daylight Time),SWRC Arkansas,MOyqzF628Q,
6WHAbOYBF2,2015,MIs-9904vQU,null,Sun May 01 2016 17:43:03 GMT-0500 (Central Daylight Time),Sun May 01 2016 17:43:03 GMT-0500 (Central Daylight Time),US Nat 9 Tennessee Tech,72aC65hDVy,
7aSCcjM0m1,2015,-ZbaCsIHeWE,null,Mon Dec 21 2015 16:22:22 GMT-0600 (Central Standard Time),Mon Dec 21 2015 16:22:22 GMT-0600 (Central Standard Time),BCQC @ Rocky Mountain Rumble,Bmlv3mbbOu,
7lg2tBKVUb,2017,2_krLsHz1WA,null,Sat May 09 2020 11:25:03 GMT-0500 (Central Daylight Time),Fri Mar 15 2019 23:51:18 GMT-0500 (Central Daylight Time),SWRC 2019 Cav 2,hiXRckO3HR,Y0cHofeNs5
84smKH1FJz,2015,fssPHpGGt1U,null,Tue Mar 22 2016 10:19:03 GMT-0500 (Central Daylight Time),Tue Mar 22 2016 10:18:11 GMT-0500 (Central Daylight Time),"""World Cup"" Ball State Finals",72aC65hDVy,
88AnWR9Q8r,2015,yhrtWMdu42k,null,Mon Dec 21 2015 17:05:20 GMT-0600 (Central Standard Time),Mon Dec 21 2015 17:05:20 GMT-0600 (Central Standard Time),UBC @ Rocky Mountain Rumble,Bmlv3mbbOu,
8F8HB7rLlU,2015,u0s04_DxU40,null,Sun Feb 21 2016 20:46:38 GMT-0600 (Central Standard Time),Sun Feb 21 2016 20:46:38 GMT-0600 (Central Standard Time),Founder's UNC,72aC65hDVy,
8IaW6v92sV,2017,Yx2MuixzQMM,null,Wed Dec 20 2017 20:55:16 GMT-0600 (Central Standard Time),Wed Dec 20 2017 20:55:16 GMT-0600 (Central Standard Time),Golden Bear Lost Boys,ztGBBQuCSH,i88VqsygZg
8eTI0t7P7U,2015,lC9zc3mb9Ik,null,Tue Jun 28 2016 18:09:41 GMT-0500 (Central Daylight Time),Tue Jun 28 2016 18:09:41 GMT-0500 (Central Daylight Time),Euro Games Norway,mhnUAAk8wm,i1Q9d8L51D
8lv1oQn7tS,2016,tWtqL3CHf-s,null,Tue Nov 08 2016 12:53:12 GMT-0600 (Central Standard Time),Tue Nov 08 2016 12:53:12 GMT-0600 (Central Standard Time),Warmup Purdue,72aC65hDVy,XAty8SwwgQ
8qvThPuBHY,2015,zQlfgBA3rVs,null,Sun Mar 27 2016 09:57:18 GMT-0500 (Central Daylight Time),Sun Mar 27 2016 09:57:18 GMT-0500 (Central Daylight Time),"""World Cup"" Maelstrom",72aC65hDVy,
8wUFE1NQBY,2016,WgH_w8OUMRU,null,Wed Mar 14 2018 12:32:53 GMT-0500 (Central Daylight Time),Wed Mar 14 2018 12:32:53 GMT-0500 (Central Daylight Time),Rochester Game 2,pFe1cFCeHX,vDzQtXa7zd
9nGSe7VVhb,2016,hZjmBqBum-o,null,Tue Jun 06 2017 12:27:39 GMT-0500 (Central Daylight Time),Tue Jun 06 2017 12:27:39 GMT-0500 (Central Daylight Time),Cleveland Game 1 (Fall 2016),pFe1cFCeHX,aguEb8e6HQ
9oQt4Fp1H7,2015,eLZbNCT9C6Q,null,Tue Dec 15 2015 16:04:38 GMT-0600 (Central Standard Time),Tue Dec 15 2015 16:04:38 GMT-0600 (Central Standard Time),Indy Game 3,aguEb8e6HQ,
A0Ryijk35U,2016,Pqh3oUm9pkU,null,Wed Mar 14 2018 12:35:54 GMT-0500 (Central Daylight Time),Wed Mar 14 2018 12:35:54 GMT-0500 (Central Daylight Time),Detroit Game 3,pFe1cFCeHX,wl56jgemqS
AFCmAm4flZ,2018,FkPGLpx7vls,null,Mon May 11 2020 07:30:25 GMT-0500 (Central Daylight Time),Mon May 11 2020 07:30:25 GMT-0500 (Central Daylight Time),Boston Night Riders 2,9pknZhSrVp,7k4NM5D7Jc
AGSaRe7PnY,2015,LC_atO5HhK0,null,Thu Oct 15 2015 19:41:25 GMT-0500 (Central Daylight Time),Thu Oct 15 2015 19:41:07 GMT-0500 (Central Daylight Time),Ball Brothers GLQC 1,72aC65hDVy,
BDtnShvPMr,2015,qiSl86gLAuI,null,Thu Dec 10 2015 16:23:54 GMT-0600 (Central Standard Time),Thu Dec 10 2015 16:23:54 GMT-0600 (Central Standard Time),Rochester Game 1,wl56jgemqS,
BNf6eZrXK2,2015,tJ8GQmKPRMQ,null,Thu Oct 15 2015 19:41:19 GMT-0500 (Central Daylight Time),Thu Oct 15 2015 19:40:16 GMT-0500 (Central Daylight Time),Ball Brothers GLQC 2,72aC65hDVy,
BRmuPgjYUS,2018,CZzoWZN9fCI,null,Wed May 20 2020 07:45:25 GMT-0500 (Central Daylight Time),Wed May 20 2020 07:45:25 GMT-0500 (Central Daylight Time),New York Titans Game 3,9pknZhSrVp,OpAp5q8omY
BxigzSfr0n,2017,X4igUBq6AgU,null,Tue Dec 05 2017 22:26:07 GMT-0600 (Central Standard Time),Tue Dec 05 2017 22:26:07 GMT-0600 (Central Standard Time),GLRC 2017 Grand Valley,72aC65hDVy,4tA6jxuCvC
CHm4XFvrpo,2015,8QQO3REkvXc,null,Wed Jul 06 2016 00:13:30 GMT-0500 (Central Daylight Time),Wed Jul 06 2016 00:13:19 GMT-0500 (Central Daylight Time),Euro Games France,cYlqGU5idc,1Tq5ZLgKzB
Cuqm2Vh117,2016,oDmBfDtnkBQ,null,Wed Jul 19 2017 20:15:07 GMT-0500 (Central Daylight Time),Wed Jul 19 2017 20:15:07 GMT-0500 (Central Daylight Time),Voyagers Game 2,pFe1cFCeHX,QaWdxPWpwz
D4PbTnjas2,2015,HFB3zmvoA34,null,Wed Nov 11 2015 13:25:37 GMT-0600 (Central Standard Time),Tue Nov 10 2015 23:05:07 GMT-0600 (Central Standard Time),GLRC Ohio State,72aC65hDVy,
DIkAaGLuZn,2017,l4xUwMXvEz0,null,Wed Oct 25 2017 18:35:45 GMT-0500 (Central Daylight Time),Wed Oct 25 2017 18:35:36 GMT-0500 (Central Daylight Time),Ball Brothers H. Daddies,ZONaVCJXMP,alS9lskY24
DjrvPasJQ9,2016,ReFCfBB6fhE,null,Tue Nov 08 2016 12:53:39 GMT-0600 (Central Standard Time),Tue Nov 08 2016 12:53:39 GMT-0600 (Central Standard Time),Warmup SIUE,72aC65hDVy,7uCf7mKMsz
EVlfVYGhEA,2017,ryOjSlsaY0M,null,Wed Dec 06 2017 14:20:12 GMT-0600 (Central Standard Time),Wed Dec 06 2017 14:20:12 GMT-0600 (Central Standard Time),GLRC 2017 Indiana,72aC65hDVy,W06rDSVYXw
EgnKFInIUA,2021,n2r_RAL7ia8,null,Wed Jul 21 2021 18:58:00 GMT-0500 (Central Daylight Time),Wed Jul 21 2021 18:58:00 GMT-0500 (Central Daylight Time),AUS LC 2021 G1,9pknZhSrVp,Gf7Lbvl78R
Ez4xVropEy,2015,iWS2Ntwhi1M,null,Thu Dec 10 2015 16:13:07 GMT-0600 (Central Standard Time),Thu Dec 10 2015 16:13:07 GMT-0600 (Central Standard Time),Cleveland Game 1,wl56jgemqS,
FBnOZaSqpf,2015,5j6-RD2EXXM,null,Fri May 20 2016 22:56:12 GMT-0500 (Central Daylight Time),Fri May 20 2016 22:56:12 GMT-0500 (Central Daylight Time),US Nat 9 RIT,72aC65hDVy,
FN0Fiav9V0,2016,nVzedv6-9zI,null,Sun Mar 26 2017 18:42:48 GMT-0500 (Central Daylight Time),Sun Mar 26 2017 18:42:48 GMT-0500 (Central Daylight Time),Dobby Memorial BGSU,72aC65hDVy,J4jYCZM9jX
FymDhpsnXx,2015,WbCxBVC0avY,null,Thu Dec 10 2015 16:24:13 GMT-0600 (Central Standard Time),Thu Dec 10 2015 16:24:13 GMT-0600 (Central Standard Time),Rochester Game 2,wl56jgemqS,
G6mFBD2Kx8,2015,d1XJmgd4G8g,null,Thu Oct 15 2015 19:41:21 GMT-0500 (Central Daylight Time),Thu Oct 15 2015 19:40:55 GMT-0500 (Central Daylight Time),Ball Brothers Loyola,72aC65hDVy,
G8AKkrdOCD,2016,qHdd-eKbwM0,null,Mon Feb 13 2017 13:13:49 GMT-0600 (Central Standard Time),Mon Feb 13 2017 13:13:49 GMT-0600 (Central Standard Time),2017 Fight or Flight: BGSU,72aC65hDVy,J4jYCZM9jX
GCs1PjCwi1,2015,M-5MUrECXko,null,Mon Nov 09 2015 13:03:51 GMT-0600 (Central Standard Time),Mon Nov 09 2015 13:03:51 GMT-0600 (Central Standard Time),GLRC Ohio,72aC65hDVy,
GdSSZ6tsbZ,2014,xFuZze0NY6g,null,Sat Jan 09 2016 07:44:55 GMT-0600 (Central Standard Time),Sat Jan 09 2016 07:44:55 GMT-0600 (Central Standard Time),EQC Final RC vs PT,atU0l1Ej8N,
Gni3ghzgKN,2015,obX1kZnxEJg,null,Thu Mar 24 2016 15:43:32 GMT-0500 (Central Daylight Time),Thu Mar 24 2016 15:43:32 GMT-0500 (Central Daylight Time),"""World Cup"" Michigan State",72aC65hDVy,
GpNBbxQ9qQ,2017,gqk2D2wXKdI,null,Sat May 09 2020 11:24:58 GMT-0500 (Central Daylight Time),Mon Apr 01 2019 19:20:55 GMT-0500 (Central Daylight Time),SWRC Cav 1,hiXRckO3HR,kNU5wzM0fJ
H7TGiEpAjk,2015,I1vAlKREdN0,null,Mon Nov 09 2015 22:05:11 GMT-0600 (Central Standard Time),Mon Nov 09 2015 22:05:11 GMT-0600 (Central Standard Time),GLRC Indiana,72aC65hDVy,
HEetIGyEyF,2016,A85CM8PTj4w,null,Wed Jun 07 2017 20:18:32 GMT-0500 (Central Daylight Time),Wed Jun 07 2017 20:18:32 GMT-0500 (Central Daylight Time),Cleveland Game 3 (Fall 2016),pFe1cFCeHX,aguEb8e6HQ
HW1Ft1Xzgr,2017,BqttyPhSnv4,null,Sat Feb 03 2018 17:19:37 GMT-0600 (Central Standard Time),Sat Feb 03 2018 17:19:37 GMT-0600 (Central Standard Time),HVI Rochester United,ZONaVCJXMP,03h0GIgF90
HYfY7bgTLW,2021,5U9mz039uYE,null,Mon Aug 02 2021 22:10:03 GMT-0500 (Central Daylight Time),Mon Aug 02 2021 22:10:03 GMT-0500 (Central Daylight Time),AUS SA 1 2021,9pknZhSrVp,s8MTQ8xMBE
IDHPckNaAZ,2016,ep_J8GK09cw,null,Wed Jul 19 2017 18:03:38 GMT-0500 (Central Daylight Time),Wed Jul 19 2017 18:03:38 GMT-0500 (Central Daylight Time),Voyagers Game 1,pFe1cFCeHX,QaWdxPWpwz
ILad98WWVn,2017,MHeTu5wUkFA,null,Thu Nov 23 2017 00:39:44 GMT-0600 (Central Standard Time),Thu Nov 23 2017 00:39:44 GMT-0600 (Central Standard Time),GLRC 2017 Wooster,72aC65hDVy,VVf2rVa4A4
INEWEXq9Jk,2015,uiH4PSMPXSo,null,Tue Jun 28 2016 20:25:07 GMT-0500 (Central Daylight Time),Tue Jun 28 2016 20:25:07 GMT-0500 (Central Daylight Time),Euro Games Belgium,mhnUAAk8wm,x08kJZJT9E
IxqBRdDbqk,2015,nkh97hjoAMc,null,Fri Aug 05 2016 00:21:57 GMT-0500 (Central Daylight Time),Fri Aug 05 2016 00:21:57 GMT-0500 (Central Daylight Time),WC 2016 Team Norway,NGA0DzgJnH,i1Q9d8L51D
J4No6LAuTV,2015,g5qB3so3Brc,null,Mon Apr 04 2016 22:14:06 GMT-0500 (Central Daylight Time),Mon Apr 04 2016 22:14:06 GMT-0500 (Central Daylight Time),SWRC Texas State,MOyqzF628Q,
JJG2GFtXQa,2015,zUiyoPOxYaE,null,Wed Jun 22 2016 23:13:49 GMT-0500 (Central Daylight Time),Fri Dec 04 2015 09:09:43 GMT-0600 (Central Standard Time),TeamUK vs France EG Final 2015,mhnUAAk8wm,1Tq5ZLgKzB
JVPPSlfxCX,2017,_kRjuI1jPlk,null,Sun Mar 04 2018 20:21:46 GMT-0600 (Central Standard Time),Sun Mar 04 2018 20:21:46 GMT-0600 (Central Standard Time),Ball Brothers Miami (OH),ZONaVCJXMP,weNkSqNAPd
JtnHWF1bl4,2017,bgHQEnfMHDE,null,Fri Feb 02 2018 13:01:58 GMT-0600 (Central Standard Time),Fri Feb 02 2018 13:01:58 GMT-0600 (Central Standard Time),HVI Nomads Semis,ZONaVCJXMP,XClj7GPef9
KUTWUkHckj,2017,9koxsQwMx2Y,null,Fri Feb 16 2018 08:55:30 GMT-0600 (Central Standard Time),Fri Feb 16 2018 08:55:30 GMT-0600 (Central Standard Time),NERC 2017 vs. Tufts,p0YTMXMMJ5,eeGdLqg7B2
KdYgOFQ3Bc,2018,_9nH7E-eo-k,null,Sun May 31 2020 17:13:59 GMT-0500 (Central Daylight Time),Sun May 31 2020 17:13:59 GMT-0500 (Central Daylight Time),New York Titans 1,9pknZhSrVp,OpAp5q8omY
KgImd25oP0,2016,2eMd_rpUHiM,null,Sun Oct 09 2016 20:53:50 GMT-0500 (Central Daylight Time),Sun Oct 09 2016 20:53:50 GMT-0500 (Central Daylight Time),Ball Brothers 3 Falcon Warriors,72aC65hDVy,5YE5IIV3k4
KlrbiTLZCM,2015,Gqgh_do97JY,null,Thu Nov 05 2015 09:13:57 GMT-0600 (Central Standard Time),Thu Nov 05 2015 09:13:57 GMT-0600 (Central Standard Time),Oktoberfest v Maryland,03h0GIgF90,
LDvQXvMijs,2017,cymWjIuO0JI,null,Fri Jan 12 2018 13:00:18 GMT-0600 (Central Standard Time),Fri Jan 12 2018 13:00:18 GMT-0600 (Central Standard Time),TOTS V Ohio Glory,72aC65hDVy,RB5Ov9alvr
LKn6q2SKbc,2015,zgWCK3QpXPQ,null,Mon Apr 04 2016 22:14:58 GMT-0500 (Central Daylight Time),Mon Apr 04 2016 22:14:58 GMT-0500 (Central Daylight Time),Alamo Cup SHSU,MOyqzF628Q,
LMaorXkgbs,2015,9bHkKXSg0bE,null,Mon Mar 28 2016 19:21:48 GMT-0500 (Central Daylight Time),Mon Mar 28 2016 19:21:48 GMT-0500 (Central Daylight Time),TOTS Falcon Warriors,72aC65hDVy,
LW30xY2dNJ,2015,Tu1DRr3r86I,null,Tue Dec 15 2015 16:03:30 GMT-0600 (Central Standard Time),Tue Dec 15 2015 16:03:30 GMT-0600 (Central Standard Time),Rochester Game 2,aguEb8e6HQ,
LwR6aBfaOB,2016,HevU7L7Af8U,null,Thu Nov 17 2016 10:56:37 GMT-0600 (Central Standard Time),Thu Nov 17 2016 10:56:37 GMT-0600 (Central Standard Time),GLRC 2016 GVSU,72aC65hDVy,4tA6jxuCvC
Mq9MFXflKP,2015,uHJQopMDOCM,null,Fri Jan 01 2016 13:14:27 GMT-0600 (Central Standard Time),Fri Jan 01 2016 13:14:27 GMT-0600 (Central Standard Time),Dodo A vs Liège,fOslL2YWS4,
NOKaOi1dGb,2016,HB9qDj7m14A,null,Sun Nov 13 2016 00:11:39 GMT-0600 (Central Standard Time),Sun Nov 13 2016 00:11:39 GMT-0600 (Central Standard Time),GLRC 2016 Ohio State,72aC65hDVy,ZONaVCJXMP
